file_name,subset,content_type,width,height,resolution,quality,aspect_ratio,image_mode,format,source_tag,competition,region,split
BBL(1125).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1126).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1127).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1128).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1129).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(113).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1130).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1131).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1132).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1133).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1134).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1135).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1136).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1137).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1138).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1139).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(114).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1140).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1141).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1142).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1143).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1144).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1145).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1146).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1147).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1148).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1149).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(115).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1150).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1151).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1152).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1153).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1154).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1155).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1156).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1157).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1158).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1159).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(116).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1160).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1161).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1162).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1163).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1164).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1165).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1166).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1167).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1168).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1169).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(117).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1170).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1171).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1172).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1173).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1174).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1175).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1176).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1177).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1178).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1179).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(118).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1180).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1181).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1182).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1183).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1184).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1185).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1186).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1187).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1188).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1189).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(119).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1190).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1191).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1192).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1193).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1194).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1195).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1196).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1197).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1198).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1199).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(12).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(120).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1200).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1201).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1202).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1203).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1204).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1205).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1206).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1207).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1208).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1209).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(121).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1210).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1211).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1212).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1213).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1214).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1215).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1216).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1217).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1218).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1219).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(122).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1220).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1221).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1222).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1223).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1224).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1225).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1226).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1227).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1228).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1229).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(123).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1230).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1231).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1232).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1233).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1234).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1235).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1236).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1237).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1238).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1239).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(124).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1240).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1241).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1242).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1243).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1244).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1245).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1246).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1247).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1248).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1249).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(125).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1250).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1251).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1252).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1253).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1254).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1255).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1256).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1257).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1258).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1259).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(126).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1260).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1261).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1262).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1263).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1264).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1265).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1266).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1267).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1268).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1269).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(127).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1270).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1271).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1272).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1273).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1274).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,test
BBL(1275).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1276).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1277).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1278).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1279).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(128).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1280).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1281).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
BBL(1282).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1283).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1284).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,train
BBL(1285).jpg,grounds,broadcast,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,validation
